REGION,ZONE,FEEDER CODE,SUBSTATION CODE,SUBSTATION,FEEDER,IR,IY,IB,VRY,VYB,VBR,Time,Active Load
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,74.9 A,82.7 A,79.7 A,10.9 kV,10.9 kV,10.8 kV,5/11/2026 1:06,1.53 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,81.9 A,88.2 A,85.6 A,10.9 kV,10.9 kV,10.8 kV,5/11/2026 1:09,1.61 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,81.9 A,88.2 A,85.6 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 1:12,1.65 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,78.5 A,84.0 A,81.5 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 1:15,1.50 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,78.5 A,84.0 A,81.5 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 1:18,1.57 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,74.0 A,79.9 A,77.3 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 1:21,1.51 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,75.1 A,81.1 A,77.6 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 1:24,1.47 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,75.1 A,81.1 A,77.6 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 1:27,1.51 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,77.5 A,84.1 A,80.1 A,10.8 kV,10.9 kV,10.8 kV,5/11/2026 1:30,1.50 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,77.5 A,84.1 A,80.1 A,10.9 kV,10.9 kV,10.8 kV,5/11/2026 1:33,1.40 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,83.4 A,88.9 A,85.7 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 1:36,1.45 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,73.5 A,79.2 A,77.2 A,10.9 kV,10.9 kV,10.8 kV,5/11/2026 1:39,1.34 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,73.5 A,79.2 A,77.2 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 1:42,1.46 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,69.4 A,74.5 A,72.2 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 1:45,1.39 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,69.4 A,74.5 A,72.2 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 1:48,1.46 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,74.1 A,79.3 A,76.9 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 1:51,1.43 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,76.1 A,83.5 A,80.1 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 1:54,1.58 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,76.1 A,83.5 A,80.1 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 1:57,1.52 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,75.2 A,81.5 A,78.3 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 2:00,1.52 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,75.2 A,81.5 A,78.3 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 2:03,1.46 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,86.3 A,92.7 A,91.2 A,10.9 kV,11.0 kV,10.9 kV,5/11/2026 2:06,1.43 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,70.4 A,76.2 A,73.5 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 2:09,1.37 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,70.4 A,76.2 A,73.5 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 2:12,1.46 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,76.7 A,83.4 A,80.1 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 2:15,1.44 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,76.7 A,83.4 A,80.1 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 2:18,1.54 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,74.1 A,80.5 A,76.9 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 2:21,1.56 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,75.7 A,81.6 A,79.4 A,10.9 kV,11.0 kV,10.9 kV,5/11/2026 2:24,1.46 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,75.7 A,81.6 A,79.4 A,11.0 kV,11.0 kV,10.9 kV,5/11/2026 2:27,1.53 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,75.5 A,82.0 A,78.7 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 2:30,1.50 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,75.5 A,82.0 A,78.7 A,11.0 kV,10.9 kV,11.0 kV,5/11/2026 2:33,1.45 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,77.4 A,82.9 A,80.3 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 2:36,1.46 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,71.1 A,76.8 A,74.5 A,11.0 kV,11.0 kV,10.9 kV,5/11/2026 2:39,1.52 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,71.1 A,76.8 A,74.5 A,11.0 kV,10.9 kV,10.9 kV,5/11/2026 2:42,1.42 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,79.9 A,81.0 A,80.1 A,11.0 kV,11.0 kV,10.9 kV,5/11/2026 2:45,1.40 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,79.9 A,81.0 A,80.1 A,11.0 kV,11.0 kV,10.9 kV,5/11/2026 2:48,1.54 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,85.7 A,86.5 A,86.6 A,11.0 kV,11.0 kV,10.9 kV,5/11/2026 2:51,1.44 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,78.2 A,79.8 A,78.3 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 2:54,1.55 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,78.2 A,79.8 A,78.3 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 2:57,1.45 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,85.3 A,87.1 A,86.3 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:00,1.45 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,85.3 A,87.1 A,86.3 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:03,1.50 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,80.0 A,83.8 A,82.5 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:06,1.44 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,79.0 A,79.9 A,79.1 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:09,1.42 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,79.0 A,79.9 A,79.1 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:12,1.43 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,73.8 A,75.1 A,74.8 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:15,1.52 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,73.8 A,75.1 A,74.8 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:18,1.46 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,79.4 A,81.5 A,81.0 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:21,1.55 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,84.4 A,86.3 A,84.7 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:24,1.61 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,84.4 A,86.3 A,84.7 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:27,1.49 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,79.0 A,78.5 A,78.0 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:30,1.45 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,79.0 A,78.5 A,78.0 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:33,1.53 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,73.6 A,75.8 A,75.3 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:36,1.50 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,72.8 A,76.0 A,74.8 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:39,1.42 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,72.8 A,76.0 A,74.8 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:42,1.51 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,82.1 A,85.5 A,83.8 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:45,1.47 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,82.1 A,85.5 A,83.8 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:48,1.62 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,79.5 A,81.3 A,79.4 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:51,1.47 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,77.1 A,78.8 A,77.8 A,11.1 kV,11.1 kV,11.0 kV,5/11/2026 3:54,1.61 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,77.1 A,78.8 A,77.8 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 3:57,1.64 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,83.8 A,86.4 A,86.5 A,11.1 kV,11.1 kV,11.0 kV,5/11/2026 4:00,1.58 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,83.8 A,86.4 A,86.5 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:03,1.45 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,77.3 A,79.5 A,78.4 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:06,1.51 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,83.6 A,84.8 A,84.5 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:09,1.52 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,83.6 A,84.8 A,84.5 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:12,1.58 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,77.7 A,80.0 A,78.4 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:15,1.53 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,77.7 A,80.0 A,78.4 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:18,1.48 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,78.7 A,79.5 A,80.1 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:21,1.47 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,75.9 A,77.7 A,76.3 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:24,1.40 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,75.9 A,77.7 A,76.3 A,11.1 kV,11.1 kV,11.1 kV,5/11/2026 4:27,1.45 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,77.0 A,81.0 A,79.2 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:30,1.53 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,77.0 A,81.0 A,79.2 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:33,1.51 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,71.4 A,75.3 A,74.1 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:36,1.49 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,73.0 A,74.7 A,74.8 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:39,1.53 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,73.0 A,74.7 A,74.8 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:42,1.40 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,77.1 A,80.0 A,79.5 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:45,1.42 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,77.1 A,80.0 A,79.5 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:48,1.49 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,77.7 A,80.1 A,78.9 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:51,1.74 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,89.6 A,92.5 A,91.5 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 4:54,1.78 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,89.6 A,92.5 A,91.5 A,11.0 kV,11.0 kV,10.9 kV,5/11/2026 4:57,1.96 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,93.6 A,96.5 A,94.4 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 5:00,1.74 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,104 A,107 A,94.4 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 5:03,1.90 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,100 A,103 A,105 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 5:06,2.05 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,105 A,109 A,111 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 5:09,2.03 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,105 A,109 A,117 A,11.0 kV,11.0 kV,10.9 kV,5/11/2026 5:12,2.10 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,108 A,109 A,110 A,10.9 kV,11.0 kV,10.9 kV,5/11/2026 5:15,2.01 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,108 A,109 A,110 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 5:18,2.10 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,103 A,103 A,105 A,10.9 kV,11.0 kV,10.9 kV,5/11/2026 5:21,1.88 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,97.2 A,97.8 A,100 A,10.9 kV,11.0 kV,10.9 kV,5/11/2026 5:24,1.97 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,97.2 A,97.8 A,100 A,10.9 kV,11.0 kV,10.9 kV,5/11/2026 5:27,1.75 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,93.8 A,93.1 A,94.8 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 5:30,1.83 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,93.8 A,93.1 A,90.1 A,10.9 kV,11.0 kV,10.9 kV,5/11/2026 5:33,1.79 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,90.9 A,92.5 A,93.2 A,10.9 kV,11.0 kV,10.9 kV,5/11/2026 5:36,1.83 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,87.2 A,88.6 A,88.5 A,10.9 kV,11.0 kV,10.9 kV,5/11/2026 5:39,1.74 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,87.2 A,88.6 A,88.5 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 5:42,1.84 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,89.4 A,90.3 A,90.5 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 5:45,1.66 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,89.4 A,80.3 A,90.5 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 5:48,1.64 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,89.0 A,94.5 A,94.3 A,10.9 kV,10.9 kV,10.8 kV,5/11/2026 5:51,1.72 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,89.0 A,94.5 A,94.3 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 5:54,1.69 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,89.0 A,94.5 A,94.3 A,10.9 kV,10.9 kV,10.8 kV,5/11/2026 5:57,1.60 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,87.7 A,89.7 A,90.0 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 6:00,1.73 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,78.3 A,89.7 A,90.0 A,10.9 kV,11.0 kV,10.9 kV,5/11/2026 6:03,1.64 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,92.1 A,90.7 A,92.9 A,10.9 kV,11.0 kV,10.9 kV,5/11/2026 6:06,1.65 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,90.2 A,91.3 A,92.6 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 6:09,1.69 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,90.2 A,91.3 A,92.6 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 6:12,1.57 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,92.8 A,93.3 A,93.5 A,10.8 kV,10.9 kV,10.8 kV,5/11/2026 6:15,1.61 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,92.8 A,93.3 A,93.5 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 6:18,1.75 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,84.6 A,88.0 A,87.9 A,10.8 kV,10.9 kV,10.8 kV,5/11/2026 6:21,1.70 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,84.6 A,87.4 A,89.0 A,10.8 kV,10.8 kV,10.7 kV,5/11/2026 6:24,1.62 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,84.6 A,87.4 A,89.0 A,10.8 kV,10.8 kV,10.7 kV,5/11/2026 6:27,1.65 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,88.2 A,89.5 A,91.6 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 6:30,1.66 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,88.2 A,89.5 A,91.6 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 6:33,1.62 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,89.2 A,89.8 A,90.8 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 6:36,1.63 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,90.1 A,91.6 A,92.8 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 6:39,1.68 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,90.1 A,91.6 A,92.8 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 6:42,1.66 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,87.4 A,86.9 A,89.7 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 6:45,1.65 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,87.4 A,86.9 A,89.7 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 6:48,1.75 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,86.6 A,86.6 A,88.6 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 6:51,1.53 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,84.3 A,84.8 A,84.4 A,10.8 kV,10.8 kV,10.7 kV,5/11/2026 6:54,1.67 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,83.3 A,83.6 A,84.1 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 6:57,1.54 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,88.9 A,89.3 A,89.8 A,10.7 kV,10.8 kV,10.7 kV,5/11/2026 7:00,1.52 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,88.9 A,89.3 A,89.8 A,10.7 kV,10.8 kV,10.7 kV,5/11/2026 7:03,1.56 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,80.1 A,79.7 A,81.7 A,10.7 kV,10.7 kV,10.7 kV,5/11/2026 7:06,1.56 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,80.7 A,81.1 A,81.9 A,10.7 kV,10.7 kV,10.7 kV,5/11/2026 7:09,1.57 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,80.7 A,81.1 A,81.9 A,10.6 kV,10.7 kV,10.7 kV,5/11/2026 7:12,1.64 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,85.6 A,86.6 A,87.5 A,10.7 kV,10.7 kV,10.7 kV,5/11/2026 7:15,1.58 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,85.6 A,86.6 A,87.5 A,10.6 kV,10.6 kV,10.6 kV,5/11/2026 7:18,1.60 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,78.0 A,81.6 A,82.8 A,10.6 kV,10.7 kV,10.6 kV,5/11/2026 7:21,1.48 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,78.0 A,81.6 A,82.8 A,10.7 kV,10.7 kV,10.7 kV,5/11/2026 7:24,1.61 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,86.2 A,89.1 A,88.1 A,10.6 kV,10.7 kV,10.6 kV,5/11/2026 7:27,1.37 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,74.2 A,77.9 A,77.0 A,10.6 kV,10.7 kV,10.6 kV,5/11/2026 7:30,1.58 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,74.2 A,77.9 A,77.0 A,10.6 kV,10.7 kV,10.6 kV,5/11/2026 7:33,1.44 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,73.0 A,74.8 A,75.1 A,10.6 kV,10.6 kV,10.6 kV,5/11/2026 7:36,1.42 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,73.0 A,74.8 A,75.1 A,10.7 kV,10.8 kV,10.7 kV,5/11/2026 7:39,1.55 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,82.6 A,82.3 A,84.4 A,10.7 kV,10.8 kV,10.8 kV,5/11/2026 7:42,1.55 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,82.6 A,82.3 A,84.4 A,10.7 kV,10.8 kV,10.8 kV,5/11/2026 7:45,1.53 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,82.6 A,82.3 A,84.4 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 7:48,1.76 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,86.3 A,88.4 A,89.1 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 7:51,1.62 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,86.3 A,88.4 A,89.1 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 7:54,1.69 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,83.0 A,81.2 A,81.1 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 7:57,1.65 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,94.6 A,93.4 A,93.6 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 8:00,1.82 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,94.6 A,93.4 A,93.6 A,10.7 kV,10.7 kV,10.7 kV,5/11/2026 8:03,1.79 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,93.5 A,92.4 A,90.8 A,10.7 kV,10.6 kV,10.6 kV,5/11/2026 8:06,1.79 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,105 A,92.4 A,90.8 A,10.6 kV,10.6 kV,10.6 kV,5/11/2026 8:09,1.75 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,96.9 A,93.9 A,92.1 A,10.6 kV,10.6 kV,10.6 kV,5/11/2026 8:12,1.80 MW
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,102 A,99.1 A,100 A,10.7 kV,10.7 kV,10.7 kV,5/11/2026 8:15,1.74 MW
