unique_id,ds,y,IR,IY,IB,VRY,VYB,VBR,hour,day
,2026-11-05 04:03:00,1.45,83.8,86.4,86.5,11.0,11.0,11.0,4,3
,2026-11-05 04:06:00,1.51,77.3,79.5,78.4,11.0,11.0,11.0,4,3
,2026-11-05 04:06:00,1.22,63.9,62.3,66.6,11.1,11.1,11.1,4,3
,2026-11-05 04:06:00,2.01,121.0,114.0,120.0,11.0,11.0,11.0,4,3
,2026-11-05 04:06:00,1.3,69.6,69.1,66.0,11.0,11.0,11.0,4,3
,2026-11-05 04:06:00,266.0,14.5,15.2,14.2,11.2,11.2,11.2,4,3
,2026-11-05 04:09:00,1.52,83.6,84.8,84.5,11.0,11.0,11.0,4,3
,2026-11-05 04:09:00,1.22,64.4,62.2,66.9,11.1,11.0,11.1,4,3
,2026-11-05 04:09:00,2.01,120.0,115.0,120.0,11.0,11.0,11.0,4,3
,2026-11-05 04:09:00,1.32,69.4,69.7,66.2,11.0,11.0,11.0,4,3
,2026-11-05 04:09:00,280.0,14.9,15.7,14.0,11.2,11.2,11.2,4,3
,2026-11-05 04:12:00,2.03,120.0,116.0,124.0,11.0,11.0,11.0,4,3
,2026-11-05 04:12:00,1.21,64.5,61.9,66.4,11.1,11.1,11.1,4,3
,2026-11-05 04:12:00,272.0,14.9,15.7,14.0,11.2,11.2,11.2,4,3
,2026-11-05 04:12:00,1.58,83.6,84.8,84.5,11.0,11.0,11.0,4,3
,2026-11-05 04:12:00,1.29,69.0,69.2,66.1,11.0,11.0,11.0,4,3
,2026-11-05 04:15:00,1.53,77.7,80.0,78.4,11.0,11.0,11.0,4,3
,2026-11-05 04:15:00,2.03,120.0,116.0,124.0,11.0,11.0,11.0,4,3
,2026-11-05 04:15:00,1.26,66.9,68.3,64.2,11.0,11.0,11.0,4,3
,2026-11-05 04:15:00,302.0,15.3,17.2,15.7,11.2,11.2,11.2,4,3
,2026-11-05 04:15:00,1.23,64.5,63.2,67.6,11.1,11.0,11.1,4,3
,2026-11-05 04:18:00,2.06,118.0,113.0,122.0,11.0,11.0,11.0,4,3
,2026-11-05 04:18:00,1.31,69.8,69.9,66.8,11.0,10.9,11.0,4,3
,2026-11-05 04:18:00,295.0,15.3,17.2,15.7,11.2,11.2,11.2,4,3
,2026-11-05 04:18:00,1.48,77.7,80.0,78.4,11.0,11.0,11.0,4,3
,2026-11-05 04:18:00,1.23,65.3,63.0,67.5,11.1,11.0,11.1,4,3
,2026-11-05 04:21:00,263.0,13.8,15.6,14.2,11.2,11.2,11.2,4,3
,2026-11-05 04:21:00,1.47,78.7,79.5,80.1,11.0,11.0,11.0,4,3
,2026-11-05 04:21:00,1.27,67.7,68.8,64.2,11.0,11.0,11.0,4,3
,2026-11-05 04:21:00,2.05,121.0,115.0,121.0,11.0,11.0,11.0,4,3
,2026-11-05 04:21:00,1.24,65.5,63.4,68.0,11.1,11.1,11.1,4,3
,2026-11-05 04:24:00,2.07,119.0,117.0,126.0,11.0,11.0,11.0,4,3
,2026-11-05 04:24:00,1.3,69.8,71.3,68.6,11.0,11.0,11.0,4,3
,2026-11-05 04:24:00,1.4,75.9,77.7,76.3,11.0,11.0,11.0,4,3
,2026-11-05 04:24:00,271.0,13.5,15.5,14.2,11.2,11.2,11.2,4,3
,2026-11-05 04:24:00,1.24,65.7,63.0,67.8,11.1,11.0,11.1,4,3
,2026-11-05 04:27:00,1.45,75.9,77.7,76.3,11.1,11.1,11.1,4,3
,2026-11-05 04:27:00,2.09,119.0,114.0,124.0,11.0,11.0,11.0,4,3
,2026-11-05 04:27:00,266.0,13.5,15.5,14.2,11.2,11.2,11.3,4,3
,2026-11-05 04:27:00,1.29,67.6,67.7,64.6,11.0,11.0,11.0,4,3
,2026-11-05 04:27:00,1.23,64.8,63.7,67.4,11.1,11.1,11.1,4,3
,2026-11-05 04:30:00,2.1,120.0,116.0,124.0,11.0,10.9,11.0,4,3
,2026-11-05 04:30:00,267.0,13.5,15.2,14.0,11.2,11.2,11.2,4,3
,2026-11-05 04:30:00,1.24,65.7,64.2,68.8,11.1,11.1,11.1,4,3
,2026-11-05 04:30:00,1.26,66.8,67.8,64.7,11.0,11.0,11.0,4,3
,2026-11-05 04:30:00,1.53,77.0,81.0,79.2,11.0,11.0,11.0,4,3
,2026-11-05 04:33:00,1.23,63.4,63.6,67.6,11.1,11.0,11.1,4,3
,2026-11-05 04:33:00,267.0,13.5,15.2,14.0,11.2,11.2,11.2,4,3
,2026-11-05 04:33:00,1.25,66.3,67.8,64.1,11.0,10.9,11.0,4,3
,2026-11-05 04:33:00,1.51,77.0,81.0,79.2,11.0,11.0,11.0,4,3
,2026-11-05 04:33:00,2.09,122.0,117.0,125.0,11.0,11.0,11.0,4,3
,2026-11-05 04:36:00,1.24,64.1,65.1,68.4,11.1,11.0,11.1,4,3
,2026-11-05 04:36:00,1.31,69.0,69.9,67.0,11.0,10.9,11.0,4,3
,2026-11-05 04:36:00,2.09,123.0,116.0,124.0,11.0,10.9,11.0,4,3
,2026-11-05 04:36:00,275.0,13.7,15.5,14.2,11.2,11.2,11.2,4,3
,2026-11-05 04:36:00,1.49,71.4,75.3,74.1,11.0,11.0,11.0,4,3
,2026-11-05 04:39:00,2.05,122.0,113.0,122.0,11.0,10.9,11.0,4,3
,2026-11-05 04:39:00,1.23,64.1,64.7,68.0,11.0,11.0,11.0,4,3
,2026-11-05 04:39:00,273.0,14.2,15.9,14.5,11.2,11.2,11.2,4,3
,2026-11-05 04:39:00,1.28,68.9,69.2,66.7,11.0,10.9,10.9,4,3
,2026-11-05 04:39:00,1.53,73.0,74.7,74.8,11.0,11.0,11.0,4,3
,2026-11-05 04:42:00,2.06,120.0,113.0,121.0,10.9,10.9,10.9,4,3
,2026-11-05 04:42:00,1.22,63.7,65.1,68.4,11.0,11.0,11.0,4,3
,2026-11-05 04:42:00,274.0,14.2,15.9,14.5,11.1,11.1,11.2,4,3
,2026-11-05 04:42:00,1.4,73.0,74.7,74.8,11.0,11.0,11.0,4,3
,2026-11-05 04:42:00,1.25,65.8,67.5,64.0,10.9,10.9,10.9,4,3
,2026-11-05 04:45:00,1.42,77.1,80.0,79.5,11.0,11.0,11.0,4,3
,2026-11-05 04:45:00,1.23,64.1,63.9,67.4,11.1,11.0,11.1,4,3
,2026-11-05 04:45:00,277.0,13.8,15.3,14.1,11.2,11.2,11.2,4,3
,2026-11-05 04:45:00,2.09,120.0,113.0,120.0,11.0,10.9,11.0,4,3
,2026-11-05 04:45:00,1.26,65.9,66.8,64.1,11.0,10.9,11.0,4,3
,2026-11-05 04:48:00,1.3,70.0,70.2,68.1,10.9,10.9,10.9,4,3
,2026-11-05 04:48:00,1.49,77.1,80.0,79.5,11.0,11.0,11.0,4,3
,2026-11-05 04:48:00,1.22,64.3,64.5,66.8,11.0,11.0,11.0,4,3
,2026-11-05 04:48:00,271.0,13.8,15.3,14.1,11.1,11.1,11.2,4,3
,2026-11-05 04:48:00,2.07,116.0,109.0,118.0,11.0,10.9,11.0,4,3
,2026-11-05 04:51:00,1.21,64.9,63.1,66.7,11.0,11.0,11.0,4,3
,2026-11-05 04:51:00,1.32,69.2,71.4,68.9,11.0,10.9,11.0,4,3
,2026-11-05 04:51:00,293.0,14.7,15.2,13.7,11.2,11.2,11.2,4,3
,2026-11-05 04:51:00,2.08,117.0,108.0,117.0,11.0,10.9,10.9,4,3
,2026-11-05 04:51:00,1.74,77.7,80.1,78.9,11.0,11.0,11.0,4,3
,2026-11-05 04:54:00,2.06,114.0,111.0,116.0,11.0,10.9,11.0,4,3
,2026-11-05 04:54:00,1.25,65.5,64.6,68.4,11.0,11.0,11.1,4,3
,2026-11-05 04:54:00,281.0,15.4,16.0,14.4,11.2,11.2,11.2,4,3
,2026-11-05 04:54:00,1.26,67.7,68.3,65.3,11.0,10.9,11.0,4,3
,2026-11-05 04:54:00,1.78,89.6,92.5,91.5,11.0,11.0,11.0,4,3
,2026-11-05 04:57:00,2.08,116.0,112.0,116.0,10.9,10.9,11.0,4,3
,2026-11-05 04:57:00,269.0,15.4,16.0,14.4,11.1,11.1,11.2,4,3
,2026-11-05 04:57:00,1.23,64.1,63.2,67.7,11.0,11.0,11.0,4,3
,2026-11-05 04:57:00,1.96,89.6,92.5,91.5,11.0,11.0,10.9,4,3
,2026-11-05 04:57:00,1.27,67.3,67.7,64.5,10.9,10.9,11.0,4,3
,2026-11-05 05:00:00,265.0,14.7,15.3,13.8,11.2,11.2,11.2,5,3
,2026-11-05 05:00:00,1.23,65.1,64.3,66.9,11.1,11.0,11.1,5,3
,2026-11-05 05:00:00,1.74,93.6,96.5,94.4,11.0,11.0,11.0,5,3
,2026-11-05 05:00:00,1.28,68.1,67.6,66.3,11.0,10.9,11.0,5,3
,2026-11-05 05:00:00,2.07,115.0,113.0,116.0,11.0,10.9,11.0,5,3
,2026-11-05 05:03:00,2.1,118.0,113.0,117.0,11.0,11.0,11.0,5,3
,2026-11-05 05:03:00,265.0,14.7,15.3,13.8,11.2,11.2,11.2,5,3
,2026-11-05 05:03:00,1.9,104.0,107.0,94.4,11.0,11.0,11.0,5,3
,2026-11-05 05:03:00,1.26,65.5,65.1,68.3,11.1,11.1,11.1,5,3
,2026-11-05 05:03:00,1.26,67.6,66.7,64.3,11.0,11.0,11.0,5,3
,2026-11-05 05:06:00,2.05,100.0,103.0,105.0,11.0,11.0,11.0,5,3
,2026-11-05 05:06:00,2.1,116.0,111.0,116.0,11.0,10.9,11.0,5,3
,2026-11-05 05:06:00,1.24,65.4,67.7,63.6,11.0,11.0,11.0,5,3
,2026-11-05 05:06:00,1.28,68.6,66.1,69.4,11.0,11.0,11.1,5,3
,2026-11-05 05:06:00,264.0,14.7,15.7,13.7,11.2,11.2,11.2,5,3
,2026-11-05 05:09:00,1.29,68.4,69.4,66.4,11.0,10.9,11.0,5,3
,2026-11-05 05:09:00,2.03,105.0,109.0,111.0,11.0,11.0,11.0,5,3
,2026-11-05 05:09:00,2.09,115.0,110.0,116.0,11.0,11.0,11.0,5,3
,2026-11-05 05:09:00,1.31,69.9,68.7,70.2,11.0,11.0,11.0,5,3
,2026-11-05 05:09:00,265.0,14.3,15.1,13.2,11.2,11.2,11.2,5,3
,2026-11-05 05:12:00,1.25,68.1,67.3,65.3,11.0,10.9,11.0,5,3
,2026-11-05 05:12:00,265.0,14.3,15.1,13.2,11.2,11.2,11.2,5,3
,2026-11-05 05:12:00,1.32,71.1,69.3,71.8,11.0,11.0,11.1,5,3
,2026-11-05 05:12:00,2.11,119.0,113.0,120.0,11.0,10.9,11.0,5,3
,2026-11-05 05:12:00,2.1,105.0,109.0,117.0,11.0,11.0,10.9,5,3
,2026-11-05 05:15:00,2.01,108.0,109.0,110.0,10.9,11.0,10.9,5,3
,2026-11-05 05:15:00,2.12,117.0,111.0,117.0,11.0,10.9,11.0,5,3
,2026-11-05 05:15:00,1.25,67.5,66.3,63.6,11.0,10.9,11.0,5,3
,2026-11-05 05:15:00,268.0,14.3,15.3,13.4,11.1,11.1,11.2,5,3
,2026-11-05 05:15:00,1.33,70.1,68.6,72.9,11.0,11.0,11.1,5,3
,2026-11-05 05:18:00,1.32,70.1,67.7,71.6,11.0,11.0,11.1,5,3
,2026-11-05 05:18:00,1.23,66.9,65.6,63.3,11.0,10.9,11.0,5,3
,2026-11-05 05:18:00,2.1,108.0,109.0,110.0,11.0,11.0,11.0,5,3
,2026-11-05 05:18:00,2.13,119.0,114.0,120.0,11.0,11.0,11.0,5,3
,2026-11-05 05:18:00,268.0,14.3,15.3,13.4,11.2,11.2,11.2,5,3
,2026-11-05 05:21:00,1.28,69.5,68.3,65.9,11.0,10.9,11.0,5,3
,2026-11-05 05:21:00,1.32,72.0,68.3,72.5,11.0,11.0,11.1,5,3
,2026-11-05 05:21:00,1.88,103.0,103.0,105.0,10.9,11.0,10.9,5,3
,2026-11-05 05:21:00,254.0,13.9,14.8,12.9,11.1,11.1,11.2,5,3
,2026-11-05 05:21:00,2.12,119.0,112.0,119.0,10.9,10.9,11.0,5,3
,2026-11-05 05:24:00,277.0,15.0,15.8,14.1,11.1,11.1,11.2,5,3
,2026-11-05 05:24:00,1.97,97.2,97.8,100.0,10.9,11.0,10.9,5,3
,2026-11-05 05:24:00,1.31,70.9,67.8,70.9,11.0,11.0,11.0,5,3
,2026-11-05 05:24:00,2.11,120.0,112.0,120.0,10.9,10.9,10.9,5,3
,2026-11-05 05:24:00,1.24,67.3,66.9,62.4,10.9,10.9,10.9,5,3
,2026-11-05 05:27:00,273.0,15.0,15.8,14.1,11.1,11.1,11.2,5,3
,2026-11-05 05:27:00,1.75,97.2,97.8,100.0,10.9,11.0,10.9,5,3
,2026-11-05 05:27:00,1.21,66.7,66.4,63.8,10.9,10.9,10.9,5,3
,2026-11-05 05:27:00,2.07,114.0,109.0,116.0,10.9,10.9,10.9,5,3
,2026-11-05 05:27:00,1.32,69.8,69.4,72.7,11.0,11.0,11.0,5,3
,2026-11-05 05:30:00,1.24,67.7,66.6,63.1,11.0,10.9,11.0,5,3
,2026-11-05 05:30:00,1.83,93.8,93.1,94.8,11.0,11.0,11.0,5,3
,2026-11-05 05:30:00,2.09,116.0,108.0,116.0,11.0,10.9,11.0,5,3
,2026-11-05 05:30:00,284.0,16.0,16.4,15.0,11.2,11.1,11.2,5,3
,2026-11-05 05:30:00,1.31,69.3,67.6,71.3,11.0,11.0,11.0,5,3
,2026-11-05 05:33:00,1.34,69.8,70.5,72.2,11.0,11.0,11.0,5,3
,2026-11-05 05:33:00,1.79,93.8,93.1,90.1,10.9,11.0,10.9,5,3
,2026-11-05 05:33:00,2.09,116.0,109.0,116.0,10.9,10.9,10.9,5,3
,2026-11-05 05:33:00,1.25,67.3,66.5,64.3,10.9,10.9,10.9,5,3
,2026-11-05 05:33:00,272.0,16.0,16.4,15.0,11.1,11.1,11.2,5,3
,2026-11-05 05:36:00,2.14,114.0,110.0,115.0,10.9,10.9,10.9,5,3
,2026-11-05 05:36:00,1.32,69.0,69.8,73.6,11.0,11.0,11.0,5,3
,2026-11-05 05:36:00,1.24,66.7,65.2,64.6,10.9,10.9,10.9,5,3
,2026-11-05 05:36:00,270.0,15.0,15.5,14.0,11.1,11.1,11.2,5,3
,2026-11-05 05:36:00,1.83,90.9,92.5,93.2,10.9,11.0,10.9,5,3
,2026-11-05 05:39:00,1.74,87.2,88.6,88.5,10.9,11.0,10.9,5,3
,2026-11-05 05:39:00,2.14,92.8,85.1,92.3,10.9,10.9,10.9,5,3
,2026-11-05 05:39:00,265.0,14.5,15.0,13.5,11.1,11.1,11.2,5,3
,2026-11-05 05:39:00,1.31,69.8,68.7,73.1,11.0,11.0,11.0,5,3
,2026-11-05 05:39:00,1.27,69.8,66.5,65.3,10.9,10.9,10.9,5,3
,2026-11-05 05:42:00,2.15,87.9,79.3,88.0,10.9,10.9,10.9,5,3
,2026-11-05 05:42:00,266.0,14.5,15.0,13.5,11.1,11.1,11.1,5,3
,2026-11-05 05:42:00,1.31,69.8,68.6,72.1,11.0,10.9,11.0,5,3
,2026-11-05 05:42:00,1.24,66.4,65.3,64.2,10.9,10.9,10.9,5,3
,2026-11-05 05:42:00,1.84,87.2,88.6,88.5,10.9,10.9,10.9,5,3
,2026-11-05 05:45:00,1.34,70.0,68.7,72.0,11.0,10.9,11.0,5,3
,2026-11-05 05:45:00,1.21,65.9,67.3,62.9,10.9,10.8,10.8,5,3
,2026-11-05 05:45:00,280.0,15.7,16.2,14.8,11.1,11.1,11.1,5,3
,2026-11-05 05:45:00,2.1,105.0,95.5,103.0,10.9,10.9,10.9,5,3
,2026-11-05 05:45:00,1.66,89.4,90.3,90.5,10.9,10.9,10.9,5,3
,2026-11-05 05:48:00,2.12,108.0,102.0,105.0,10.8,10.8,10.9,5,3
,2026-11-05 05:48:00,277.0,15.7,16.2,14.8,11.1,11.1,11.1,5,3
,2026-11-05 05:48:00,1.64,89.4,80.3,90.5,10.9,10.9,10.9,5,3
,2026-11-05 05:48:00,1.3,70.1,67.6,72.3,10.9,10.9,10.9,5,3
,2026-11-05 05:48:00,1.23,67.6,66.4,63.6,10.8,10.8,10.9,5,3
,2026-11-05 05:51:00,1.72,89.0,94.5,94.3,10.9,10.9,10.8,5,3
,2026-11-05 05:51:00,2.12,105.0,98.1,103.0,10.9,10.8,10.9,5,3
,2026-11-05 05:51:00,1.22,67.8,66.2,66.1,10.9,10.8,10.9,5,3
,2026-11-05 05:51:00,281.0,15.3,16.1,14.1,11.0,11.0,11.1,5,3
,2026-11-05 05:51:00,1.29,69.3,66.7,71.5,10.9,10.9,11.0,5,3
,2026-11-05 05:54:00,1.69,89.0,94.5,94.3,10.9,10.9,10.9,5,3
,2026-11-05 05:54:00,283.0,15.3,16.1,14.1,11.1,11.0,11.1,5,3
,2026-11-05 05:54:00,1.29,70.3,68.2,71.0,10.9,10.9,10.9,5,3
,2026-11-05 05:54:00,1.2,65.4,65.0,62.0,10.8,10.8,10.8,5,3
,2026-11-05 05:54:00,2.14,105.0,99.7,105.0,10.8,10.8,10.8,5,3
,2026-11-05 05:57:00,1.18,65.2,63.6,62.3,10.8,10.8,10.8,5,3
,2026-11-05 05:57:00,2.12,102.0,99.8,104.0,10.8,10.8,10.8,5,3
,2026-11-05 05:57:00,1.29,68.7,67.6,72.7,10.9,10.9,10.9,5,3
,2026-11-05 05:57:00,1.6,89.0,94.5,94.3,10.9,10.9,10.8,5,3
,2026-11-05 05:57:00,271.0,15.3,16.1,14.1,11.0,11.0,11.1,5,3
,2026-11-05 06:00:00,1.31,68.3,68.5,72.2,10.9,10.9,10.9,6,3
,2026-11-05 06:00:00,1.25,66.8,67.4,66.9,10.8,10.8,10.8,6,3
,2026-11-05 06:00:00,1.73,87.7,89.7,90.0,10.9,10.9,10.9,6,3
,2026-11-05 06:00:00,273.0,15.8,16.3,14.8,11.1,11.1,11.1,6,3
,2026-11-05 06:00:00,2.11,106.0,102.0,104.0,10.9,10.8,10.9,6,3
,2026-11-05 06:03:00,1.64,78.3,89.7,90.0,10.9,11.0,10.9,6,3
,2026-11-05 06:03:00,283.0,15.8,16.3,14.8,11.1,11.1,11.2,6,3
,2026-11-05 06:03:00,1.3,68.0,67.5,74.8,11.0,11.0,11.0,6,3
,2026-11-05 06:03:00,2.11,103.0,102.0,109.0,10.9,10.9,10.9,6,3
,2026-11-05 06:03:00,1.23,67.2,66.2,64.9,10.9,10.9,10.9,6,3
,2026-11-05 06:06:00,354.0,17.2,17.7,15.8,11.1,11.1,11.2,6,3
,2026-11-05 06:06:00,1.65,92.1,90.7,92.9,10.9,11.0,10.9,6,3
,2026-11-05 06:06:00,2.13,102.0,102.0,106.0,10.9,10.9,10.9,6,3
,2026-11-05 06:06:00,1.29,68.1,66.7,70.2,11.0,11.0,11.0,6,3
,2026-11-05 06:06:00,1.2,65.3,63.9,61.9,10.9,10.8,10.9,6,3
,2026-11-05 06:09:00,1.69,90.2,91.3,92.6,10.9,10.9,10.9,6,3
,2026-11-05 06:09:00,1.28,67.4,66.6,70.7,10.9,10.9,11.0,6,3
,2026-11-05 06:09:00,536.0,29.0,28.6,26.7,11.1,11.1,11.1,6,3
,2026-11-05 06:09:00,2.16,99.9,97.1,102.0,10.9,10.8,10.9,6,3
,2026-11-05 06:09:00,1.24,65.4,66.5,64.2,10.9,10.8,10.9,6,3
,2026-11-05 06:12:00,1.29,68.9,68.4,72.5,10.9,10.9,11.0,6,3
,2026-11-05 06:12:00,1.26,67.0,67.5,66.4,10.9,10.8,10.9,6,3
,2026-11-05 06:12:00,1.57,90.2,91.3,92.6,10.9,10.9,10.9,6,3
,2026-11-05 06:12:00,447.0,29.0,29.5,26.7,11.1,11.1,11.1,6,3
,2026-11-05 06:12:00,2.16,102.0,97.7,103.0,10.9,10.8,10.9,6,3
,2026-11-05 06:15:00,1.28,68.0,66.1,71.2,10.9,10.9,10.9,6,3
,2026-11-05 06:15:00,1.24,68.0,66.2,66.4,10.9,10.8,10.8,6,3
,2026-11-05 06:15:00,1.61,92.8,93.3,93.5,10.8,10.9,10.8,6,3
,2026-11-05 06:15:00,2.16,99.5,95.0,103.0,10.9,10.8,10.9,6,3
,2026-11-05 06:15:00,472.0,22.7,22.7,20.3,11.0,11.0,11.1,6,3
,2026-11-05 06:18:00,478.0,22.7,22.7,20.3,10.9,10.9,11.0,6,3
,2026-11-05 06:18:00,1.27,68.0,65.7,72.2,10.9,10.9,10.9,6,3
,2026-11-05 06:18:00,2.14,99.6,93.3,102.0,10.8,10.8,10.8,6,3
,2026-11-05 06:18:00,1.19,65.9,64.6,63.2,10.8,10.8,10.8,6,3
,2026-11-05 06:18:00,1.75,92.8,93.3,93.5,10.8,10.8,10.8,6,3
,2026-11-05 06:21:00,2.14,99.7,94.9,101.0,10.8,10.7,10.8,6,3
,2026-11-05 06:21:00,1.28,67.5,67.8,71.6,10.9,10.9,10.9,6,3
,2026-11-05 06:21:00,463.0,28.3,27.8,25.9,11.0,11.0,11.0,6,3
,2026-11-05 06:21:00,1.7,84.6,88.0,87.9,10.8,10.9,10.8,6,3
,2026-11-05 06:21:00,1.22,65.9,64.6,64.2,10.8,10.8,10.8,6,3
,2026-11-05 06:24:00,2.11,102.0,94.8,105.0,10.7,10.7,10.8,6,3
,2026-11-05 06:24:00,1.21,64.8,67.3,64.8,10.8,10.7,10.8,6,3
,2026-11-05 06:24:00,1.25,68.0,66.8,69.7,10.9,10.8,10.9,6,3
,2026-11-05 06:24:00,1.62,84.6,87.4,89.0,10.8,10.8,10.7,6,3
,2026-11-05 06:24:00,674.0,41.4,27.8,25.9,10.9,10.9,10.9,6,3
,2026-11-05 06:27:00,1.22,67.3,64.7,69.0,10.9,10.8,10.9,6,3
,2026-11-05 06:27:00,2.13,101.0,94.3,104.0,10.8,10.8,10.8,6,3
,2026-11-05 06:27:00,1.29,67.6,68.5,68.2,10.8,10.7,10.8,6,3
,2026-11-05 06:27:00,1.65,84.6,87.4,89.0,10.8,10.8,10.7,6,3
,2026-11-05 06:27:00,742.0,41.4,27.8,25.9,10.9,10.9,10.9,6,3
,2026-11-05 06:30:00,1.66,88.2,89.5,91.6,10.8,10.8,10.8,6,3
,2026-11-05 06:30:00,2.15,101.0,95.2,104.0,10.8,10.8,10.8,6,3
,2026-11-05 06:30:00,1.24,66.7,66.0,66.0,10.8,10.8,10.8,6,3
,2026-11-05 06:30:00,796.0,43.1,58.3,40.4,10.9,10.9,10.9,6,3
,2026-11-05 06:30:00,1.23,64.7,66.1,69.0,10.9,10.8,10.9,6,3
,2026-11-05 06:33:00,1.27,66.4,68.0,71.2,10.9,10.9,10.9,6,3
,2026-11-05 06:33:00,1.26,68.8,67.6,67.7,10.8,10.8,10.8,6,3
,2026-11-05 06:33:00,2.22,102.0,95.7,104.0,10.8,10.8,10.8,6,3
,2026-11-05 06:33:00,811.0,43.1,58.3,40.4,10.9,10.9,11.0,6,3
,2026-11-05 06:33:00,1.62,88.2,89.5,91.6,10.8,10.8,10.8,6,3
,2026-11-05 06:36:00,2.19,102.0,94.5,104.0,10.8,10.7,10.8,6,3
,2026-11-05 06:36:00,1.63,89.2,89.8,90.8,10.8,10.8,10.8,6,3
,2026-11-05 06:36:00,1.05,69.8,52.8,52.2,10.9,10.9,10.9,6,3
,2026-11-05 06:36:00,1.23,68.7,65.0,64.1,10.8,10.7,10.8,6,3
,2026-11-05 06:36:00,1.27,66.2,67.9,73.3,10.9,10.8,10.9,6,3
,2026-11-05 06:39:00,1.68,90.1,91.6,92.8,10.8,10.8,10.8,6,3
,2026-11-05 06:39:00,827.0,49.0,46.8,46.4,10.9,10.8,10.9,6,3
,2026-11-05 06:39:00,1.24,66.0,65.4,64.7,10.8,10.7,10.8,6,3
,2026-11-05 06:39:00,1.32,68.4,70.3,74.7,10.9,10.8,10.9,6,3
,2026-11-05 06:39:00,2.19,98.9,97.3,104.0,10.8,10.7,10.8,6,3
,2026-11-05 06:42:00,1.21,65.3,63.8,64.6,10.8,10.8,10.8,6,3
,2026-11-05 06:42:00,1.66,90.1,91.6,92.8,10.8,10.8,10.8,6,3
,2026-11-05 06:42:00,1.32,69.5,69.9,74.6,10.9,10.8,10.9,6,3
,2026-11-05 06:42:00,876.0,44.5,46.8,42.0,10.9,10.9,10.9,6,3
,2026-11-05 06:42:00,2.18,97.6,95.2,103.0,10.8,10.8,10.8,6,3
,2026-11-05 06:45:00,1.13,60.3,57.7,57.4,10.9,10.9,10.9,6,3
,2026-11-05 06:45:00,2.23,98.0,96.7,101.0,10.8,10.8,10.8,6,3
,2026-11-05 06:45:00,1.65,87.4,86.9,89.7,10.8,10.8,10.8,6,3
,2026-11-05 06:45:00,1.25,66.1,63.7,64.9,10.8,10.8,10.8,6,3
,2026-11-05 06:45:00,1.33,69.2,70.1,74.1,10.9,10.9,10.9,6,3
,2026-11-05 06:48:00,2.2,97.0,94.1,95.9,10.9,10.8,10.9,6,3
,2026-11-05 06:48:00,1.14,60.3,57.7,57.4,10.9,10.9,10.9,6,3
,2026-11-05 06:48:00,1.75,87.4,86.9,89.7,10.8,10.8,10.8,6,3
,2026-11-05 06:48:00,1.32,68.4,69.0,75.1,11.0,10.9,11.0,6,3
,2026-11-05 06:48:00,1.25,67.2,65.0,66.3,10.9,10.8,10.9,6,3
,2026-11-05 06:51:00,1.32,69.9,69.9,73.9,11.0,10.9,11.0,6,3
,2026-11-05 06:51:00,2.15,96.4,90.4,96.8,10.9,10.9,10.9,6,3
,2026-11-05 06:51:00,1.26,71.4,69.0,69.7,10.9,10.8,10.9,6,3
,2026-11-05 06:51:00,1.53,86.6,86.6,88.6,10.8,10.8,10.8,6,3
,2026-11-05 06:51:00,938.4799999999996,52.8,50.5,49.8,10.9,10.9,10.9,6,3
,2026-11-05 06:54:00,1.27,68.2,66.3,71.5,10.9,10.9,10.9,6,3
,2026-11-05 06:54:00,1.67,84.3,84.8,84.4,10.8,10.8,10.7,6,3
,2026-11-05 06:54:00,2.17,97.8,92.1,100.0,10.8,10.8,10.8,6,3
,2026-11-05 06:54:00,1.28,68.4,67.5,68.7,10.8,10.8,10.8,6,3
,2026-11-05 06:54:00,933.0,52.5,50.6,50.4,10.9,10.8,10.9,6,3
,2026-11-05 06:57:00,1.26,65.9,66.8,71.9,10.9,10.9,10.9,6,3
,2026-11-05 06:57:00,1.11,55.5,53.3,53.2,10.9,10.8,10.9,6,3
,2026-11-05 06:57:00,1.54,83.3,83.6,84.1,10.8,10.8,10.8,6,3
,2026-11-05 06:57:00,2.14,95.8,91.7,100.0,10.8,10.8,10.8,6,3
,2026-11-05 06:57:00,1.21,66.2,65.4,65.5,10.8,10.8,10.8,6,3
,2026-11-05 07:00:00,2.16,96.7,91.6,98.0,10.8,10.8,10.8,7,3
,2026-11-05 07:00:00,1.26,65.7,67.8,72.0,10.9,10.9,10.9,7,3
,2026-11-05 07:00:00,1.52,88.9,89.3,89.8,10.7,10.8,10.7,7,3
,2026-11-05 07:00:00,1.24,68.4,67.0,66.5,10.8,10.8,10.8,7,3
,2026-11-05 07:00:00,876.0,65.9,63.2,63.5,10.8,10.8,10.9,7,3
,2026-11-05 07:03:00,1.26,66.9,65.7,71.8,10.9,10.9,10.9,7,3
,2026-11-05 07:03:00,1.56,88.9,89.3,89.8,10.7,10.8,10.7,7,3
,2026-11-05 07:03:00,1.29,68.2,65.3,66.4,10.8,10.8,10.8,7,3
,2026-11-05 07:03:00,930.0,65.9,63.2,63.5,10.8,10.8,10.9,7,3
,2026-11-05 07:03:00,2.18,97.0,89.5,96.6,10.8,10.8,10.8,7,3
,2026-11-05 07:06:00,864.0,55.9,53.6,53.9,10.8,10.8,10.8,7,3
,2026-11-05 07:06:00,1.27,68.6,65.8,72.8,10.9,10.8,10.9,7,3
